sequencialPrecedente,tipoPrecedente,numeroPrecedente,Processo,numeroRegistro,ministroRelator,leadingCase,dataAfetacao,dataPublicacaoAfetacao,observacaoAfetacao,NOME_MINISTRO_AFETACAO,dataVistaMPF,dataJulgamento,dataPbulicacaoAcordao,processoSTF,dataRemessaSTF,situacaoProcessoSTF,tribunalOrigem,siglaTribunalOrigem,siglaRegiaoOrigem,origemUF,tipoJusticaOrigem,quantidadeProcessosSuspensoNaOrigem,dataPublicacaoEmbargosDeDeclaração,Desafetação,Embargos de Divergência
1601,Controvérsia,1,REsp 1633613,201602784986,,N,,,,,2016-12-01,,,,,,Tribunal de Justiça do Estado de Santa Catarina,TJSC      ,SU,SC,Justiça Estadual,0,,,
1601,Controvérsia,1,REsp 1633614,201602785239,,N,,,,,2016-12-01,,,,,,Tribunal de Justiça do Estado de Santa Catarina,TJSC      ,SU,SC,Justiça Estadual,0,,,
1601,Controvérsia,1,REsp 1633749,201602794910,,N,,,,,2016-12-01,,,,,,Tribunal de Justiça do Estado de Santa Catarina,TJSC      ,SU,SC,Justiça Estadual,0,,,
1601,Controvérsia,1,REsp 1680270,201701540687,,S,,,,,,,,,,,Tribunal de Justiça do Estado de Santa Catarina,TJSC      ,SU,SC,Justiça Estadual,0,,,
1601,Controvérsia,1,REsp 1680773,201701567880,,N,,,,,,,,,,,Tribunal de Justiça do Estado de Santa Catarina,TJSC      ,SU,SC,Justiça Estadual,0,,,
1601,Controvérsia,1,REsp 1680780,201701567932,,N,,,,,,,,,,,Tribunal de Justiça do Estado de Santa Catarina,TJSC      ,SU,SC,Justiça Estadual,0,,,
1601,Controvérsia,1,REsp 1680782,201701568032,,N,,,,,,,,,,,Tribunal de Justiça do Estado de Santa Catarina,TJSC      ,SU,SC,Justiça Estadual,0,,,
1602,Controvérsia,2,REsp 1636154,201602901141,,N,,,,,2016-12-01,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,4042,,,
1602,Controvérsia,2,REsp 1639487,201603089308,,N,,,,,2016-12-12,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,4042,,,
1602,Controvérsia,2,REsp 1639480,201603092078,,N,,,,,2016-12-01,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,4042,,,
1602,Controvérsia,2,AREsp 1976805,201603095921,,N,,,,,2016-12-12,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,4042,,,
1602,Controvérsia,2,REsp 1682034,201701622017,,N,,,,,2017-08-07,,,,,,Tribunal de Justiça do Estado do Paraná,TJPR      ,SU,PR,Justiça Estadual,4042,,,
1602,Controvérsia,2,REsp 1689339,201702019710,,S,,,,,2017-08-24,,,,,,Tribunal de Justiça do Estado do Paraná,TJPR      ,SU,PR,Justiça Estadual,4042,,,
1602,Controvérsia,2,REsp 1689160,201702019800,,N,,,,,2017-08-23,,,,,,Tribunal de Justiça do Estado do Paraná,TJPR      ,SU,PR,Justiça Estadual,4042,,,
1602,Controvérsia,2,REsp 1730267,201800605190,,N,,,,,2018-03-23,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,4042,,,
1603,Controvérsia,3,REsp 1658517,201603059545,,N,,,,,2017-02-20,,,,,,Tribunal de Justiça do Estado do Pará,TJPA      ,NO,PA,Justiça Estadual,0,,,
1603,Controvérsia,3,REsp 1641011,201603138424,,S,,,,,2016-12-09,,,,,,Tribunal de Justiça do Estado do Pará,TJPA      ,NO,PA,Justiça Estadual,0,,,
1604,Controvérsia,4,REsp 1641579,201603185892,,S,,,,,2016-12-09,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
1604,Controvérsia,4,REsp 1641580,201603186019,,N,,,,,2016-12-09,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
1604,Controvérsia,4,REsp 1643145,201603242769,,N,,,,,2017-05-23,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
1604,Controvérsia,4,REsp 1643902,201603278342,,N,,,,,2016-12-23,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
1621,Controvérsia,5,REsp 1648238,201700104338,,S,,,,,2017-02-07,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1621,Controvérsia,5,REsp 1648498,201700107862,,N,,,,,2017-02-07,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1621,Controvérsia,5,REsp 1650588,201700185941,,N,,,,,2017-02-07,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,2019-02-26,,
1621,Controvérsia,5,REsp 1659147,201700528087,,N,,,,,2017-03-28,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1621,Controvérsia,5,REsp 1659077,201700528103,,N,,,,,2017-03-27,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1621,Controvérsia,5,REsp 1659148,201700528354,,N,,,,,2017-03-27,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1621,Controvérsia,5,REsp 1659079,201700528366,,N,,,,,2017-03-27,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1621,Controvérsia,5,REsp 1659149,201700528378,,N,,,,,2017-03-27,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1621,Controvérsia,5,REsp 1659155,201700528380,,N,,,,,2017-02-27,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1621,Controvérsia,5,REsp 1659157,201700534258,,N,,,,,2017-03-27,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1621,Controvérsia,5,REsp 1659513,201700547248,,N,,,,,2017-03-27,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1622,Controvérsia,6,REsp 1649715,201401195765,,N,,,,,2017-02-08,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1622,Controvérsia,6,REsp 1662782,201700698629,,S,,,,,2017-04-07,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1609,Controvérsia,7,REsp 1648304,201700090031,,N,,,,,2017-02-07,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1609,Controvérsia,7,REsp 1648305,201700090055,,S,,,,,2017-02-07,,,RE 1215714,,Baixado,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,2018-12-17,,
1609,Controvérsia,7,REsp 1656279,201700410658,,N,,,,,2017-03-14,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1610,Controvérsia,8,REsp 1650571,201700184627,,N,,,,,2017-02-07,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1610,Controvérsia,8,REsp 1657550,201700473858,,N,,,,,2017-03-20,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1610,Controvérsia,8,REsp 1657804,201700474779,,S,,,,,,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1610,Controvérsia,8,REsp 1657540,201700474856,,N,,,,,2017-03-20,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1610,Controvérsia,8,REsp 1657524,201700474921,,N,,,,,2017-03-20,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1623,Controvérsia,9,REsp 1643873,201603243832,,N,,,,,2017-03-14,,,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,0,2018-03-20,,
1623,Controvérsia,9,REsp 1643856,201603244094,,S,,,,,2017-03-13,,,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,0,2018-03-09,,
1623,Controvérsia,9,REsp 1642906,201603246129,,N,,,,,2017-03-13,,,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,0,,,
1624,Controvérsia,10,REsp 1645333,201603209856,,S,,,,,2017-04-13,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
1624,Controvérsia,10,REsp 1643944,201603209921,,N,,,,,2017-03-09,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
1624,Controvérsia,10,REsp 1645281,201603210003,,N,,,,,2017-03-13,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
1625,Controvérsia,11,REsp 1653737,201700304568,,S,,,,,2017-03-09,,,,,,Tribunal de Justiça do Estado do Rio de Janeiro,TJRJ      ,SE,RJ,Justiça Estadual,0,,,
1632,Controvérsia,12,REsp 1658552,201700495783,,S,,,,,2017-03-20,,,,,,Tribunal de Justiça do Estado do Rio de Janeiro,TJRJ      ,SE,RJ,Justiça Estadual,0,,,
1642,Controvérsia,13,REsp 1660984,201700606830,,S,,,,,2017-03-27,,,,,,Tribunal de Justiça do Estado do Rio de Janeiro,TJRJ      ,SE,RJ,Justiça Estadual,0,,,
1643,Controvérsia,14,REsp 1665603,201700848346,,N,,,,,2017-04-28,,,,,,Tribunal de Justiça do Estado do Mato Grosso,TJMT      ,CO,MT,Justiça Estadual,4,,,
1643,Controvérsia,14,REsp 1665607,201700862138,,N,,,,,2017-06-26,,,,,,Tribunal de Justiça do Estado do Mato Grosso,TJMT      ,CO,MT,Justiça Estadual,4,,,
1643,Controvérsia,14,REsp 1666621,201700932346,,S,,,,,2017-05-04,,,,,,Tribunal de Justiça do Estado do Mato Grosso,TJMT      ,CO,MT,Justiça Estadual,4,,,
1643,Controvérsia,14,REsp 1753508,201801775597,,N,,,,,2018-08-07,,,,,,Tribunal de Justiça do Estado do Paraná,TJPR      ,SU,PR,Justiça Estadual,4,,,
1643,Controvérsia,14,REsp 1753513,201801775702,,N,,,,,2018-08-07,,,,,,Tribunal de Justiça do Estado do Paraná,TJPR      ,SU,PR,Justiça Estadual,4,,,
1643,Controvérsia,14,REsp 1753509,201801780823,,N,,,,,2018-08-07,,,,,,Tribunal de Justiça do Estado do Paraná,TJPR      ,SU,PR,Justiça Estadual,4,,,
1643,Controvérsia,14,REsp 1753512,201801781113,,N,,,,,2018-08-07,,,,,,Tribunal de Justiça do Estado do Paraná,TJPR      ,SU,PR,Justiça Estadual,4,,,
1644,Controvérsia,15,REsp 1659512,201700546643,,S,,,,,2017-03-27,,,,,,Tribunal de Justiça do Estado do Rio de Janeiro,TJRJ      ,SE,RJ,Justiça Estadual,0,,,
1635,Controvérsia,16,REsp 1656234,201700406988,,S,,,,,2017-05-02,,,,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,,,
1637,Controvérsia,17,REsp 1665598,201700861141,,N,,,,,2017-05-08,,,,,,Tribunal de Justiça do Estado do Mato Grosso,TJMT      ,CO,MT,Justiça Estadual,0,,,
1637,Controvérsia,17,REsp 1667189,201700861189,,S,,,,,2017-05-12,,,,,,Tribunal de Justiça do Estado do Mato Grosso,TJMT      ,CO,MT,Justiça Estadual,0,,,
1638,Controvérsia,18,REsp 1666542,201700922820,,S,,,,,2017-05-18,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,370,,,
1638,Controvérsia,18,REsp 1682623,201701590873,,N,,,,,2017-08-04,,,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,370,,,
1638,Controvérsia,18,REsp 1780737,201803058342,,N,,,,,2018-11-29,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,370,,,
1638,Controvérsia,18,REsp 1780736,201803058354,,N,,,,,2018-11-29,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,370,,,
1638,Controvérsia,18,REsp 1780680,201803058455,,N,,,,,2018-11-29,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,370,,,
1638,Controvérsia,18,REsp 1835864,201902612667,,N,,,,,2019-09-11,,,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,370,,,
1638,Controvérsia,18,REsp 1835865,201902612679,,N,,,,,2019-09-11,,,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,370,,,
1645,Controvérsia,19,REsp 1665599,201700869576,,S,,,,,2017-05-04,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,4702,"2020-05-25, 2023-10-09, 2022-12-02",,
1645,Controvérsia,19,REsp 1675903,201701353840,,N,,,,,2017-06-23,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,4702,,,
1645,Controvérsia,19,REsp 1675904,201701353888,,N,,,,,2017-06-23,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,4702,,,
1645,Controvérsia,19,REsp 1676722,201701432528,,N,,,,,2017-06-23,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,4702,,,
1646,Controvérsia,20,REsp 1666154,201700901888,,N,,,,,2017-05-09,,,,,,Tribunal de Justiça do Estado do Rio de Janeiro,TJRJ      ,SE,RJ,Justiça Estadual,0,,,
1646,Controvérsia,20,REsp 1675901,201701258692,,S,,,,,2017-06-23,,,,,,Tribunal de Justiça do Estado do Rio de Janeiro,TJRJ      ,SE,RJ,Justiça Estadual,0,,,
1647,Controvérsia,21,REsp 1451468,201401003490,,N,,,,,2018-08-24,,,,,,Tribunal de Justiça do Estado do Paraná,TJPR      ,SU,PR,Justiça Estadual,711,,,
1647,Controvérsia,21,REsp 1671791,201701138399,,N,,,,,2017-06-02,,,,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,711,,,
1647,Controvérsia,21,REsp 1672279,201701138476,,S,,,,,2017-06-02,,,,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,711,,,
1647,Controvérsia,21,REsp 1671736,201701194960,,N,,,,,2017-06-30,,,,,,Tribunal Regional Federal da 1ª Região,TRF1      ,CO,DF,Justiça Federal,711,,,
1647,Controvérsia,21,REsp 1671725,201701196070,,N,,,,,2017-06-02,,,,,,Tribunal Regional Federal da 1ª Região,TRF1      ,CO,DF,Justiça Federal,711,,,
1647,Controvérsia,21,REsp 1671739,201701196347,,N,,,,,2017-06-27,,,,,,Tribunal Regional Federal da 1ª Região,TRF1      ,CO,DF,Justiça Federal,711,,,
1649,Controvérsia,22,REsp 1667843,201700991860,,N,,,,,2017-05-17,,,,,,Tribunal de Justiça do Estado de Santa Catarina,TJSC      ,SU,SC,Justiça Estadual,0,,,
1649,Controvérsia,22,REsp 1667842,201700992298,,S,,,,,2017-05-17,,,,,,Tribunal de Justiça do Estado de Santa Catarina,TJSC      ,SU,SC,Justiça Estadual,0,,,
1649,Controvérsia,22,REsp 1667844,201700993008,,N,,,,,2017-05-17,,,,,,Tribunal de Justiça do Estado de Santa Catarina,TJSC      ,SU,SC,Justiça Estadual,0,,,
1661,Controvérsia,23,REsp 1674218,201701300345,,N,,,,,2017-06-13,,,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,0,,,
1661,Controvérsia,23,REsp 1674217,201701300422,,S,,,,,2017-06-13,,,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,0,,,
1661,Controvérsia,23,REsp 1676864,201701433765,,N,,,,,2017-06-23,,,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,0,,,
1681,Controvérsia,24,REsp 1669629,201701084450,,N,,,,,2017-05-26,,,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,0,,,
1681,Controvérsia,24,REsp 1669635,201701084497,,S,,,,,2017-05-26,,,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,0,,,
1681,Controvérsia,24,REsp 1704768,201702746647,,N,,,,,2017-11-09,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
1681,Controvérsia,24,REsp 1704773,201702746797,,N,,,,,2017-11-10,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
1701,Controvérsia,25,REsp 1676865,201701436985,,S,,,,,2017-06-26,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,2018-08-14,,
1701,Controvérsia,25,REsp 1682671,201701654850,,N,,,,,2017-08-04,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
1701,Controvérsia,25,REsp 1682672,201701655607,,N,,,,,2017-08-04,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
1701,Controvérsia,25,REsp 1682678,201701655644,,N,,,,,2017-08-04,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
1701,Controvérsia,25,REsp 1682682,201701655670,,N,,,,,2017-08-04,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
1742,Controvérsia,26,REsp 1667543,201700980459,,N,,,,,2017-05-16,,,,,,Tribunal de Justiça do Estado do Mato Grosso,TJMT      ,CO,MT,Justiça Estadual,0,,,
1742,Controvérsia,26,REsp 1667578,201700980916,,N,,,,,2017-05-16,,,,,,Tribunal de Justiça do Estado do Mato Grosso,TJMT      ,CO,MT,Justiça Estadual,0,,,
1742,Controvérsia,26,REsp 1667579,201700980928,,N,,,,,2017-05-16,,,,,,Tribunal de Justiça do Estado do Mato Grosso,TJMT      ,CO,MT,Justiça Estadual,0,,,
1742,Controvérsia,26,REsp 1917110,202100146601,,N,,,,,2021-03-10,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
1742,Controvérsia,26,REsp 1931344,202100997074,,N,,,,,2021-05-26,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
1742,Controvérsia,26,REsp 1931345,202100997138,,N,,,,,2021-04-26,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
1742,Controvérsia,26,REsp 1931383,202101006625,,N,,,,,2021-04-26,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
1742,Controvérsia,26,REsp 2249202,202504876564,,N,,,,,,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
1742,Controvérsia,26,REsp 2249320,202504880170,,N,,,,,,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
1742,Controvérsia,26,REsp 2249321,202504880323,,S,,,,,,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
1762,Controvérsia,27,REsp 1681690,201701602137,,S,,,,,,,,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,0,,,
1762,Controvérsia,27,REsp 1682836,201701602352,,N,,,,,,,,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,0,,,
1781,Controvérsia,28,REsp 1683301,201701690541,,S,,,,,2017-09-21,,,,,,Tribunal de Justiça do Estado do Mato Grosso,TJMT      ,CO,MT,Justiça Estadual,0,,,
1781,Controvérsia,28,REsp 1683302,201701690718,,N,,,,,2017-08-07,,,,,,Tribunal de Justiça do Estado do Mato Grosso,TJMT      ,CO,MT,Justiça Estadual,0,,,
1782,Controvérsia,29,REsp 1684994,201701761378,,S,,,,,2019-02-21,,,,,,Tribunal de Justiça do Estado do Mato Grosso,TJMT      ,CO,MT,Justiça Estadual,5,,,
1782,Controvérsia,29,REsp 1685994,201701766189,,N,,,,,,,,,,,Tribunal de Justiça do Estado do Mato Grosso,TJMT      ,CO,MT,Justiça Estadual,5,,,
1782,Controvérsia,29,REsp 1686022,201701767098,,N,,,,,,,,,,,Tribunal de Justiça do Estado do Mato Grosso,TJMT      ,CO,MT,Justiça Estadual,5,,,
1782,Controvérsia,29,REsp 1834452,201902526180,,N,,,,,2019-11-11,,,,,,Tribunal de Justiça do Estado do Mato Grosso,TJMT      ,CO,MT,Justiça Estadual,5,,,
1782,Controvérsia,29,REsp 1834932,201902576960,,N,,,,,2019-10-30,,,,,,Tribunal de Justiça do Estado do Mato Grosso,TJMT      ,CO,MT,Justiça Estadual,5,,,
1782,Controvérsia,29,REsp 1834936,201902577083,,N,,,,,2019-09-16,,,,,,Tribunal de Justiça do Estado do Mato Grosso,TJMT      ,CO,MT,Justiça Estadual,5,,,
1782,Controvérsia,29,REsp 1905573,202003017730,,N,,,,,2021-03-02,,,,,,Tribunal de Justiça do Estado do Mato Grosso,TJMT      ,CO,MT,Justiça Estadual,5,,,
1782,Controvérsia,29,REsp 1947011,202102047754,,N,,,,,2021-08-06,,,,,,Tribunal de Justiça do Estado do Paraná,TJPR      ,SU,PR,Justiça Estadual,5,2023-08-17,,
1763,Controvérsia,30,REsp 1686659,201701792002,,S,,,,,2017-08-23,,,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,0,,,
1763,Controvérsia,30,REsp 1684690,201701792115,,N,,,,,2017-08-14,,,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,0,,,
1801,Controvérsia,31,EREsp 1694261,201702266942,,S,,,,,2017-09-13,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
1801,Controvérsia,31,REsp 1694316,201702267118,,N,,,,,2017-11-13,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
1802,Controvérsia,32,REsp 1694971,201701104990,,N,,,,,2017-09-20,,,,,,Tribunal Regional Federal da 2ª Região,TRF2      ,SE,RJ,Justiça Federal,0,,,
1802,Controvérsia,32,REsp 1691445,201702114866,,N,,,,,2017-09-13,,,,,,Tribunal Regional Federal da 1ª Região,TRF1      ,CO,DF,Justiça Federal,0,,,
1802,Controvérsia,32,REsp 1691153,201702116522,,S,,,,,2017-09-13,,,,,,Tribunal Regional Federal da 1ª Região,TRF1      ,CO,DF,Justiça Federal,0,,,
1804,Controvérsia,33,REsp 1692003,201702114587,,S,,,,,2017-09-20,,,,,,Tribunal de Justiça do Estado do Rio de Janeiro,TJRJ      ,SE,RJ,Justiça Estadual,0,,,
1805,Controvérsia,34,REsp 1702021,201702590920,,S,,,,,2017-10-11,,,,,,Tribunal de Justiça do Estado do Amapá,TJAP      ,NO,AP,Justiça Estadual,0,,,
1805,Controvérsia,34,REsp 1702022,201702592017,,N,,,,,2017-10-13,,,,,,Tribunal de Justiça do Estado do Amapá,TJAP      ,NO,AP,Justiça Estadual,0,,,
1805,Controvérsia,34,REsp 1724280,201800351538,,N,,,,,2018-03-05,,,,,,Tribunal de Justiça do Estado do Amapá,TJAP      ,NO,AP,Justiça Estadual,0,,,
1805,Controvérsia,34,REsp 1726557,201800435480,,N,,,,,2018-03-05,,,,,,Tribunal de Justiça do Estado do Amapá,TJAP      ,NO,AP,Justiça Estadual,0,,,
1808,Controvérsia,35,REsp 1696396,201702262874,,S,,,,,2017-11-10,,,,,,Tribunal de Justiça do Estado do Mato Grosso,TJMT      ,CO,MT,Justiça Estadual,0,,,
1808,Controvérsia,35,REsp 1704520,201702719246,,N,,,,,2017-11-09,,,,,,Tribunal de Justiça do Estado do Mato Grosso,TJMT      ,CO,MT,Justiça Estadual,0,,,
1809,Controvérsia,36,REsp 1707650,201702473467,,N,,,,,2017-11-09,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
1809,Controvérsia,36,REsp 1709201,201702476068,,N,,,,,2017-11-20,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
1809,Controvérsia,36,REsp 1704427,201702490645,,S,,,,,2017-11-09,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
1809,Controvérsia,36,REsp 1706064,201702779097,,N,,,,,2017-11-09,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
1841,Controvérsia,37,REsp 1705906,201702767110,,S,,,,,2017-11-09,,,,,,Tribunal Regional Federal da 1ª Região,TRF1      ,CO,DF,Justiça Federal,0,,,
1861,Controvérsia,38,REsp 1710674,201703061920,,S,,,,,2017-12-04,,,,,,Tribunal de Justiça do Estado de Minas Gerais,TJMG      ,SE,MG,Justiça Estadual,0,,,
1861,Controvérsia,38,REsp 1710893,201703069469,,N,,,,,2018-01-04,,,,,,Tribunal de Justiça do Estado de Minas Gerais,TJMG      ,SE,MG,Justiça Estadual,0,,,
1862,Controvérsia,39,REsp 1710395,201703046511,,S,,,,,2017-12-04,,,,,,Tribunal de Justiça do Estado de Minas Gerais,TJMG      ,SE,MG,Justiça Estadual,0,,,
1862,Controvérsia,39,REsp 1710554,201703057882,,N,,,,,2017-12-04,,,,,,Tribunal de Justiça do Estado de Minas Gerais,TJMG      ,SE,MG,Justiça Estadual,0,,,
1863,Controvérsia,40,REsp 1710942,201703078052,,S,,,,,2017-12-04,,,,,,Tribunal de Justiça do Estado do Pará,TJPA      ,NO,PA,Justiça Estadual,0,,,
1863,Controvérsia,40,REsp 1712501,201703160598,,N,,,,,2017-12-11,,,,,,Tribunal de Justiça do Estado do Pará,TJPA      ,NO,PA,Justiça Estadual,0,,,
1864,Controvérsia,41,REsp 1708301,201702916915,,S,,,,,2017-11-17,,,,,,Tribunal de Justiça do Estado de Minas Gerais,TJMG      ,SE,MG,Justiça Estadual,0,,,
1864,Controvérsia,41,REsp 1711986,201703139414,,N,,,,,2017-12-04,,,,,,Tribunal de Justiça do Estado de Minas Gerais,TJMG      ,SE,MG,Justiça Estadual,0,,,
1902,Controvérsia,42,REsp 1710938,201703038065,,S,,,,,2018-02-07,,,,,,Tribunal de Justiça do Distrito Federal e Territórios,TJDFT     ,CO,DF,Justiça Estadual,0,,,
1941,Controvérsia,43,REsp 1365095,201300132960,,S,,,,,2018-02-07,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
