sequencialPrecedente,tipoPrecedente,numeroPrecedente,Processo,numeroRegistro,ministroRelator,leadingCase,dataAfetacao,dataPublicacaoAfetacao,observacaoAfetacao,NOME_MINISTRO_AFETACAO,dataVistaMPF,dataJulgamento,dataPbulicacaoAcordao,processoSTF,dataRemessaSTF,situacaoProcessoSTF,tribunalOrigem,siglaTribunalOrigem,siglaRegiaoOrigem,origemUF,tipoJusticaOrigem,quantidadeProcessosSuspensoNaOrigem,dataPublicacaoEmbargosDeDeclaração,Desafetação,Embargos de Divergência
3343,Controvérsia,335,REsp 1951888,202102384997,,S,,,,,2021-08-23,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
3343,Controvérsia,335,REsp 1951662,202102385113,,N,,,,,2021-08-23,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
3344,Controvérsia,336,REsp 1944722,202101878583,,S,,,,,2021-08-06,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
3344,Controvérsia,336,REsp 1947422,202102071252,,N,,,,,2021-08-06,,,,,,Tribunal de Justiça do Estado de Minas Gerais,TJMG      ,SE,MG,Justiça Estadual,0,,,
3323,Controvérsia,337,REsp 1925740,202100646312,,S,,,,,2021-08-25,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3323,Controvérsia,337,REsp 1952792,202100896917,,N,,,,,2021-08-06,,,,,,Tribunal Regional Federal da 2ª Região,TRF2      ,SE,RJ,Justiça Federal,0,,,
3323,Controvérsia,337,REsp 1952479,202101141620,,N,,,,,2021-08-04,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3323,Controvérsia,337,REsp 1967397,202101714199,,N,,,,,2021-08-27,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
3323,Controvérsia,337,REsp 1966548,202103202890,,N,,,,,,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,"2025-06-30, 2026-04-15",,
3323,Controvérsia,337,REsp 2009309,202201893264,,N,,,,,,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,"2025-06-30, 2026-04-15",,
3323,Controvérsia,337,REsp 2040852,202203734214,,N,,,,,,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,"2025-06-30, 2026-04-15",,
3323,Controvérsia,337,REsp 2085764,202302469884,,N,,,,,,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,"2025-06-30, 2026-04-15",,
3323,Controvérsia,337,REsp 2124412,202400449251,,N,,,,,,,,,,,Tribunal Regional Federal da 2ª Região,TRF2      ,SE,RJ,Justiça Federal,0,"2025-06-30, 2026-04-15",,
3323,Controvérsia,337,REsp 2132208,202401045599,,N,,,,,,,,,,,Tribunal Regional Federal da 2ª Região,TRF2      ,SE,RJ,Justiça Federal,0,"2025-06-30, 2026-04-15",,
3324,Controvérsia,338,REsp 1953607,202102579184,,S,,,,,2021-09-09,,,,,,Tribunal de Justiça do Estado de Santa Catarina,TJSC      ,SU,SC,Justiça Estadual,0,,,
3325,Controvérsia,339,REsp 1942898,202101759911,,N,,,,,2021-06-26,,,,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,,,
3325,Controvérsia,339,REsp 2126726,202400639787,,S,,,,,,,,,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,,,
3326,Controvérsia,340,REsp 1954380,202102464105,,S,,,,,2021-08-26,,,ARE 1570444,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,2024-11-22,,
3326,Controvérsia,340,REsp 1954382,202102464558,,N,,,,,2021-08-26,,,,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,2024-11-22,,
3327,Controvérsia,341,REsp 1951445,202102371517,,S,,,,,2021-08-06,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
3327,Controvérsia,341,REsp 1951571,202102378777,,N,,,,,2021-08-06,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
3327,Controvérsia,341,REsp 1954194,202102443883,,N,,,,,2021-09-17,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
3328,Controvérsia,342,REsp 1944915,202101903009,,S,,,,,2023-08-16,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3328,Controvérsia,342,REsp 1959476,202102902953,,N,,,,,2021-09-20,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3328,Controvérsia,342,REsp 1959487,202102902965,,N,,,,,2021-09-20,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3328,Controvérsia,342,REsp 1959486,202102902977,,N,,,,,2021-09-20,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3328,Controvérsia,342,REsp 1985051,202200374134,,N,,,,,2022-04-11,,,,,,Tribunal Regional Federal da 1ª Região,TRF1      ,CO,DF,Justiça Federal,0,,,
3328,Controvérsia,342,REsp 1989049,202200636292,,N,,,,,2022-04-11,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3328,Controvérsia,342,REsp 2033434,202203292888,,N,,,,,2022-11-18,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3328,Controvérsia,342,REsp 2033436,202203292941,,N,,,,,2022-11-18,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3328,Controvérsia,342,REsp 2036314,202203459638,,N,,,,,2022-11-18,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3328,Controvérsia,342,REsp 2036303,202203459752,,N,,,,,2023-02-08,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3328,Controvérsia,342,REsp 2077393,202301918914,,N,,,,,,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3328,Controvérsia,342,REsp 2077394,202301918938,,N,,,,,2023-08-16,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3328,Controvérsia,342,REsp 2077966,202301918951,,N,,,,,2023-08-29,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3328,Controvérsia,342,REsp 2080360,202302079849,,N,,,,,2023-08-16,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3328,Controvérsia,342,REsp 2090210,202302781085,,N,,,,,2023-08-16,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3329,Controvérsia,343,REsp 1949182,202102198666,,S,,,,,2021-10-01,,,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,0,,,
3329,Controvérsia,343,REsp 1959212,202102882260,,N,,,,,2021-10-01,,,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,0,,,
3329,Controvérsia,343,REsp 1959217,202102882486,,N,,,,,2021-10-01,,,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,0,,,
3329,Controvérsia,343,REsp 1982005,202200170455,,N,,,,,2022-02-15,,,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,0,,,
3329,Controvérsia,343,REsp 1981996,202200170520,,N,,,,,2022-02-15,,,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,0,,,
3329,Controvérsia,343,REsp 1982001,202200170570,,N,,,,,2022-02-15,,,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,0,,,
3330,Controvérsia,344,REsp 1962736,202103095951,,S,,,,,2021-10-08,,,,,,Tribunal de Justiça de São Paulo - Fórum João Mendes,TJSPRGL   ,SE,SP,Justiça Estadual,0,,,
3330,Controvérsia,344,REsp 1962742,202103096103,,N,,,,,2021-10-08,,,,,,Tribunal de Justiça de São Paulo - Fórum João Mendes,TJSPRGL   ,SE,SP,Justiça Estadual,0,,,
3330,Controvérsia,344,REsp 1962803,202103096950,,N,,,,,2021-10-08,,,,,,Tribunal de Justiça de São Paulo - Fórum João Mendes,TJSPRGL   ,SE,SP,Justiça Estadual,0,,,
3345,Controvérsia,345,REsp 1961876,202101767670,,N,,,,,2021-09-21,,,,,,Tribunal de Justiça do Rio Grande do Norte,TJRN      ,NE,RN,Justiça Estadual,0,,,
3345,Controvérsia,345,REsp 1955771,202102608702,,S,,,,,2021-09-17,,,,,,Tribunal de Justiça do Estado do Paraná,TJPR      ,SU,PR,Justiça Estadual,0,,,
3346,Controvérsia,346,REsp 1954023,202102638866,,N,,,,,2021-10-11,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3346,Controvérsia,346,REsp 1954046,202102639550,,N,,,,,2021-10-11,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3346,Controvérsia,346,REsp 1989688,202200648200,,N,,,,,2022-05-12,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3346,Controvérsia,346,REsp 1991399,202200749884,,N,,,,,2022-05-12,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3346,Controvérsia,346,REsp 2008720,202200750423,,N,,,,,,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3346,Controvérsia,346,REsp 2050747,202202366918,,N,,,,,2023-02-08,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3346,Controvérsia,346,REsp 2086350,202302524398,,N,,,,,2023-08-16,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3346,Controvérsia,346,REsp 2086363,202302525687,,N,,,,,2023-08-16,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3346,Controvérsia,346,REsp 2088262,202302655952,,N,,,,,2023-08-16,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3346,Controvérsia,346,REsp 2217142,202501490758,,N,,,,,,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3346,Controvérsia,346,REsp 2217141,202501595124,,N,,,,,,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3347,Controvérsia,347,REsp 1957733,202102821170,,S,,,,,2021-10-11,,,ARE 1572743,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,2025-01-29,,
3347,Controvérsia,347,REsp 1958465,202102835928,,N,,,,,2021-10-11,,,ARE 1566291,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,2025-01-29,,
3347,Controvérsia,347,REsp 1960288,202102947472,,N,,,,,2021-10-11,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
3348,Controvérsia,348,REsp 1959150,202102879146,,S,,,,,2021-10-01,,,,,,Tribunal de Justiça do Estado do Paraná,TJPR      ,SU,PR,Justiça Estadual,0,,,
3348,Controvérsia,348,REsp 1959188,202102886162,,N,,,,,2021-10-01,,,,,,Tribunal de Justiça do Estado do Paraná,TJPR      ,SU,PR,Justiça Estadual,0,,,
3349,Controvérsia,349,REsp 1950951,202102331693,,S,,,,,2021-08-27,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3349,Controvérsia,349,REsp 1951136,202102349510,,N,,,,,2021-09-13,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3349,Controvérsia,349,REsp 1951130,202102349522,,N,,,,,2021-09-13,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3349,Controvérsia,349,REsp 1951131,202102349534,,N,,,,,2021-09-13,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3350,Controvérsia,350,REsp 1939186,202101532562,,S,,,,,2021-06-25,,,,,,Tribunal de Justiça do Estado do Rio de Janeiro,TJRJ      ,SE,RJ,Justiça Estadual,0,,,
3350,Controvérsia,350,REsp 1939190,202101532640,,N,,,,,2021-06-25,,,,,,Tribunal de Justiça do Estado do Rio de Janeiro,TJRJ      ,SE,RJ,Justiça Estadual,0,,,
3350,Controvérsia,350,REsp 1957691,202102820146,,N,,,,,2021-09-10,,,,,,Tribunal de Justiça do Estado do Rio de Janeiro,TJRJ      ,SE,RJ,Justiça Estadual,0,,,
3350,Controvérsia,350,REsp 2147379,202400566121,,N,,,,,,,,,,,Tribunal de Justiça do Estado do Rio de Janeiro,TJRJ      ,SE,RJ,Justiça Estadual,0,,,
3350,Controvérsia,350,REsp 2147377,202400621217,,N,,,,,,,,,,,Tribunal de Justiça do Estado do Rio de Janeiro,TJRJ      ,SE,RJ,Justiça Estadual,0,,,
3351,Controvérsia,351,REsp 1953986,202102438701,,S,,,,,2021-10-11,,,,,,Tribunal de Justiça do Estado do Pará,TJPA      ,NO,PA,Justiça Estadual,0,,,
3353,Controvérsia,352,REsp 1962275,202102997342,,S,,,,,2021-10-08,,,,,,Tribunal de Justiça do Estado de Goiás,TJGO      ,CO,GO,Justiça Estadual,0,"2024-08-22, 2025-10-27",,
3354,Controvérsia,353,REsp 1955116,202102436641,,N,,,,,2021-10-20,,,,,,Tribunal Regional Federal da 1ª Região,TRF1      ,CO,DF,Justiça Federal,0,,,
3354,Controvérsia,353,REsp 1955300,202102536939,,N,,,,,2021-09-20,,,,,,Tribunal Regional Federal da 1ª Região,TRF1      ,CO,DF,Justiça Federal,0,,,
3354,Controvérsia,353,REsp 1955440,202102560866,,S,,,,,2021-09-20,,,,,,Tribunal Regional Federal da 1ª Região,TRF1      ,CO,DF,Justiça Federal,0,,,
3354,Controvérsia,353,REsp 1955957,202102633246,,N,,,,,2021-09-20,,,,,,Tribunal Regional Federal da 1ª Região,TRF1      ,CO,DF,Justiça Federal,0,,,
3354,Controvérsia,353,REsp 1956221,202102663123,,N,,,,,2021-09-20,,,,,,Tribunal Regional Federal da 1ª Região,TRF1      ,CO,DF,Justiça Federal,0,,,
3355,Controvérsia,354,REsp 1951843,202102392189,,S,,,,,2021-10-11,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3355,Controvérsia,354,REsp 1959960,202102923689,,N,,,,,2021-10-11,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3356,Controvérsia,355,REsp 1934693,202101221581,,S,,,,,2021-10-11,,,,,,Tribunal Regional Federal da 2ª Região,TRF2      ,SE,RJ,Justiça Federal,0,,,
3356,Controvérsia,355,REsp 1957156,202102775200,,N,,,,,2021-10-11,,,,,,Tribunal Regional Federal da 2ª Região,TRF2      ,SE,RJ,Justiça Federal,0,,,
3357,Controvérsia,356,REsp 1963732,202100854745,,S,,,,,2021-09-30,,,,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,,,
3357,Controvérsia,356,REsp 1963856,202102269670,,N,,,,,2021-10-01,,,,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,,,
3336,Controvérsia,357,REsp 1945741,202101961763,,S,,,,,2021-09-13,,,,,,Tribunal de Justiça do Estado do Paraná,TJPR      ,SU,PR,Justiça Estadual,0,,,
3337,Controvérsia,358,REsp 1924373,202100563480,,N,,,,,2021-03-08,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
3337,Controvérsia,358,REsp 1936822,202101358878,,N,,,,,2021-08-25,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
3337,Controvérsia,358,REsp 1958265,202102821953,,S,,,,,2021-10-01,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,2024-06-26,,
3338,Controvérsia,359,REsp 1953357,202101116047,,S,,,,,2021-08-10,,,,,,Tribunal de Justiça do Estado do Rio de Janeiro,TJRJ      ,SE,RJ,Justiça Estadual,0,,,
3339,Controvérsia,360,REsp 1921891,202100408354,,S,,,,,2021-08-09,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
3339,Controvérsia,360,REsp 1945011,202101901063,,N,,,,,2021-08-09,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3339,Controvérsia,360,REsp 1950264,202102278330,,N,,,,,2021-08-09,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3361,Controvérsia,361,REsp 1956461,202102684745,,S,,,,,2021-09-29,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3361,Controvérsia,361,REsp 1956466,202102685213,,N,,,,,2021-09-29,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3361,Controvérsia,361,REsp 1956463,202102685237,,N,,,,,2021-09-29,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3361,Controvérsia,361,REsp 1956467,202102685274,,N,,,,,2021-09-29,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3362,Controvérsia,362,REsp 1929941,202100909455,,S,,,,,2021-10-01,,,,,,Tribunal Regional Federal da 1ª Região,TRF1      ,CO,DF,Justiça Federal,0,,,
3362,Controvérsia,362,REsp 1946652,202102014479,,N,,,,,2021-10-01,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3362,Controvérsia,362,REsp 1954839,202102550578,,N,,,,,2021-10-01,,,,,,Tribunal Regional Federal da 2ª Região,TRF2      ,SE,RJ,Justiça Federal,0,,,
3362,Controvérsia,362,REsp 1955506,202102574057,,N,,,,,2021-10-01,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3362,Controvérsia,362,REsp 1954999,202102679192,,N,,,,,2021-10-01,,,,,,Tribunal Regional Federal da 2ª Região,TRF2      ,SE,RJ,Justiça Federal,0,,,
3362,Controvérsia,362,REsp 1963908,202103187197,,N,,,,,2021-10-27,,,,,,Tribunal Regional Federal da 1ª Região,TRF1      ,CO,DF,Justiça Federal,0,,,
3363,Controvérsia,363,REsp 1953602,202102575876,,S,,,,,2021-10-08,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3363,Controvérsia,363,REsp 1957526,202102806063,,N,,,,,2021-10-08,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3363,Controvérsia,363,REsp 1957527,202102806420,,N,,,,,2021-10-08,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3363,Controvérsia,363,REsp 1986619,202200457696,,N,,,,,2022-03-22,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3363,Controvérsia,363,REsp 1987628,202200533925,,N,,,,,2022-03-22,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3363,Controvérsia,363,REsp 1987651,202200535720,,N,,,,,2022-03-22,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
3363,Controvérsia,363,REsp 1989537,202200670243,,N,,,,,2022-03-22,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
3340,Controvérsia,364,REsp 1959824,202102918734,,S,,,,,2021-10-27,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3340,Controvérsia,364,REsp 1966023,202103163380,,N,,,,,2021-10-27,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,2023-06-27,,
3340,Controvérsia,364,REsp 1963805,202103176583,,N,,,,,2021-10-27,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3381,Controvérsia,365,REsp 1960149,202102937576,,S,,,,,2021-11-09,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3381,Controvérsia,365,REsp 1961971,202103063020,,N,,,,,2021-11-09,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3381,Controvérsia,365,REsp 1970268,202103620530,,N,,,,,2021-12-17,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3381,Controvérsia,365,REsp 1986722,202200482321,,N,,,,,2022-03-15,,,,,,Tribunal de Justiça de São Paulo - Fórum João Mendes,TJSPRGL   ,SE,SP,Justiça Estadual,0,,,
3381,Controvérsia,365,REsp 1988741,202200609513,,N,,,,,2022-03-15,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3382,Controvérsia,366,REsp 1959623,202102907675,,S,,,,,2021-10-27,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
3382,Controvérsia,366,REsp 1960255,202102945691,,N,,,,,2021-11-08,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
3382,Controvérsia,366,REsp 1964456,202103258418,,N,,,,,2021-10-27,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
3383,Controvérsia,367,REsp 1958697,202102846883,,S,,,,,2021-11-05,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3383,Controvérsia,367,REsp 1963627,202103159004,,N,,,,,2021-11-05,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3384,Controvérsia,368,REsp 1965320,202102809980,,S,,,,,2021-10-26,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
3385,Controvérsia,369,REsp 1956378,202102752060,,S,,,,,2021-10-11,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,"2025-04-22, 2025-10-14",,
3385,Controvérsia,369,REsp 1956379,202102752148,,N,,,,,2021-10-11,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3385,Controvérsia,369,REsp 1957603,202102806380,,N,,,,,2021-10-11,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
3386,Controvérsia,370,REsp 1953555,202102506432,,S,,,,,2021-09-29,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3386,Controvérsia,370,REsp 1955320,202102537570,,N,,,,,2021-09-29,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3401,Controvérsia,371,REsp 1959907,202102928970,,S,,,,,2021-10-08,,,,,,Tribunal de Justiça de São Paulo - Fórum João Mendes,TJSPRGL   ,SE,SP,Justiça Estadual,0,,,
3401,Controvérsia,371,REsp 1960422,202102956952,,N,,,,,2021-10-08,,,,,,Tribunal de Justiça de São Paulo - Fórum João Mendes,TJSPRGL   ,SE,SP,Justiça Estadual,0,,,
3402,Controvérsia,372,REsp 1951800,202102392824,,S,,,,,2021-09-13,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3402,Controvérsia,372,REsp 1955859,202102620915,,N,,,,,2021-09-13,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3402,Controvérsia,372,REsp 1954931,202102620939,,N,,,,,2021-09-13,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3402,Controvérsia,372,REsp 1995456,202200970320,,N,,,,,2022-05-26,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3402,Controvérsia,372,REsp 1995448,202200971390,,N,,,,,2022-05-10,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3402,Controvérsia,372,REsp 1995668,202200986720,,N,,,,,2022-05-26,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3402,Controvérsia,372,REsp 1995924,202201001147,,N,,,,,2022-05-26,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3402,Controvérsia,372,REsp 1996126,202201016360,,N,,,,,2022-05-10,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3402,Controvérsia,372,REsp 1996383,202201028857,,N,,,,,2022-05-10,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3402,Controvérsia,372,REsp 2033414,202203292055,,N,,,,,,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3402,Controvérsia,372,REsp 2034230,202203340375,,N,,,,,,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3402,Controvérsia,372,REsp 2034212,202203340387,,N,,,,,,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3402,Controvérsia,372,REsp 2034211,202203340439,,N,,,,,,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3402,Controvérsia,372,REsp 2034210,202203340440,,N,,,,,,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3402,Controvérsia,372,REsp 2034214,202203340464,,N,,,,,2022-11-08,,,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
3403,Controvérsia,373,REsp 1948187,202102115234,,S,,,,,2021-11-22,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
3404,Controvérsia,374,REsp 1970759,202101267465,,N,,,,,2021-08-25,,,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
