documento,codigo,codigo_pai,data_publicacao,data_alteracao,data_inativacao,data_reativacao,nivel_visual,tipo_item,fonte,caminho_codigos,caminho_rotulos
Mandado de Despejo (Outros),828,619,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 619 > 828,Internos > Mandado > Mandado de Despejo > Mandado de Despejo (Outros)
Mandado de Despejo com Audiência Preliminar,829,619,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 619 > 829,Internos > Mandado > Mandado de Despejo > Mandado de Despejo com Audiência Preliminar
Mandado de Encaminhamento,620,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 620,Internos > Mandado > Mandado de Encaminhamento
Mandado de Entrega,621,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 621,Internos > Mandado > Mandado de Entrega
Mandado de Entrega (Outros),830,621,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 621 > 830,Internos > Mandado > Mandado de Entrega > Mandado de Entrega (Outros)
Mandado de Entrega de Bens Arrematados/Adjudicados,831,621,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 621 > 831,Internos > Mandado > Mandado de Entrega > Mandado de Entrega de Bens Arrematados/Adjudicados
Mandado de Imissão na Posse,622,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 622,Internos > Mandado > Mandado de Imissão na Posse
Mandado de Imissão na Posse (Outros),832,622,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 622 > 832,Internos > Mandado > Mandado de Imissão na Posse > Mandado de Imissão na Posse (Outros)
Mandado de Imissão na Posse em Bens Móveis,833,622,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 622 > 833,Internos > Mandado > Mandado de Imissão na Posse > Mandado de Imissão na Posse em Bens Móveis
Mandado de Interceptação,625,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 625,Internos > Mandado > Mandado de Interceptação
Mandado de Interceptação Telefônica,847,625,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 625 > 847,Internos > Mandado > Mandado de Interceptação > Mandado de Interceptação Telefônica
Mandado de Cancelamento de Interceptação Telefônica,929,847,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 625 > 847 > 929,Internos > Mandado > Mandado de Interceptação > Mandado de Interceptação Telefônica > Mandado de Cancelamento de Interceptação Telefônica
Mandado de Determinação de interceptação Telefônica,930,847,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 625 > 847 > 930,Internos > Mandado > Mandado de Interceptação > Mandado de Interceptação Telefônica > Mandado de Determinação de interceptação Telefônica
Mandado de Prorrogação de Interceptação Telefônica,931,847,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 625 > 847 > 931,Internos > Mandado > Mandado de Interceptação > Mandado de Interceptação Telefônica > Mandado de Prorrogação de Interceptação Telefônica
Mandado de Interceptação Telemática,848,625,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 625 > 848,Internos > Mandado > Mandado de Interceptação > Mandado de Interceptação Telemática
Mandado de Cancelamento de Interceptação Telemática,932,848,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 625 > 848 > 932,Internos > Mandado > Mandado de Interceptação > Mandado de Interceptação Telemática > Mandado de Cancelamento de Interceptação Telemática
Mandado de Determinação de interceptação Telemática,933,848,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 625 > 848 > 933,Internos > Mandado > Mandado de Interceptação > Mandado de Interceptação Telemática > Mandado de Determinação de interceptação Telemática
Mandado de Prorrogação de Interceptação Telemática,934,848,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 625 > 848 > 934,Internos > Mandado > Mandado de Interceptação > Mandado de Interceptação Telemática > Mandado de Prorrogação de Interceptação Telemática
Mandado de Internação,623,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 623,Internos > Mandado > Mandado de Internação
Mandado de Internação Definitiva,15360,623,2024-04-09 13:38:13,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 623 > 15360,Internos > Mandado > Mandado de Internação > Mandado de Internação Definitiva
Mandado de Internação Provisória,15359,623,2024-04-09 13:36:54,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 623 > 15359,Internos > Mandado > Mandado de Internação > Mandado de Internação Provisória
Mandado de Intimação,624,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624,Internos > Mandado > Mandado de Intimação
Mandado de Intimação (Outros),834,624,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 834,Internos > Mandado > Mandado de Intimação > Mandado de Intimação (Outros)
Mandado de Intimação de Hasta Pública,835,624,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 835,Internos > Mandado > Mandado de Intimação > Mandado de Intimação de Hasta Pública
Mandado de Intimação de Medidas Protetivas,836,624,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 836,Internos > Mandado > Mandado de Intimação > Mandado de Intimação de Medidas Protetivas
Mandado de Intimação de Sentença,837,624,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 837,Internos > Mandado > Mandado de Intimação > Mandado de Intimação de Sentença
Mandado de Intimação de Transação Penal,838,624,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 838,Internos > Mandado > Mandado de Intimação > Mandado de Intimação de Transação Penal
Mandado de Intimação e Notificação,839,624,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 839,Internos > Mandado > Mandado de Intimação > Mandado de Intimação e Notificação
Mandado de Intimação e Penhora,840,624,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 840,Internos > Mandado > Mandado de Intimação > Mandado de Intimação e Penhora
Mandado de Intimação e Penhora (Outros),924,840,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 840 > 924,Internos > Mandado > Mandado de Intimação > Mandado de Intimação e Penhora > Mandado de Intimação e Penhora (Outros)
Mandado de Intimação e Penhora no Rosto dos Autos e de Cumprimento de Sentença,922,840,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 840 > 922,Internos > Mandado > Mandado de Intimação > Mandado de Intimação e Penhora > Mandado de Intimação e Penhora no Rosto dos Autos e de Cumprimento de Sentença
Mandado de Intimação e Penhora no Termo dos Autos e Cumprimento de Sentença,923,840,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 840 > 923,Internos > Mandado > Mandado de Intimação > Mandado de Intimação e Penhora > Mandado de Intimação e Penhora no Termo dos Autos e Cumprimento de Sentença
Mandado de Intimação e Reforço de Penhora,841,624,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 841,Internos > Mandado > Mandado de Intimação > Mandado de Intimação e Reforço de Penhora
Mandado de Intimação e Reforço de Penhora (Outros),926,841,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 841 > 926,Internos > Mandado > Mandado de Intimação > Mandado de Intimação e Reforço de Penhora > Mandado de Intimação e Reforço de Penhora (Outros)
"Mandado de Intimação, Reforço de Penhora e Avaliação",925,841,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 841 > 925,"Internos > Mandado > Mandado de Intimação > Mandado de Intimação e Reforço de Penhora > Mandado de Intimação, Reforço de Penhora e Avaliação"
Mandado de Intimação e Remoção,842,624,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 842,Internos > Mandado > Mandado de Intimação > Mandado de Intimação e Remoção
Mandado de Intimação para Audiência,843,624,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 843,Internos > Mandado > Mandado de Intimação > Mandado de Intimação para Audiência
Mandado de Intimação de Audiência (Outros),920,843,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 843 > 920,Internos > Mandado > Mandado de Intimação > Mandado de Intimação para Audiência > Mandado de Intimação de Audiência (Outros)
Mandado de Intimação de Audiência de Suposto Pai,916,843,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 843 > 916,Internos > Mandado > Mandado de Intimação > Mandado de Intimação para Audiência > Mandado de Intimação de Audiência de Suposto Pai
Mandado de Intimação de Audiência de Terceiros,917,843,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 843 > 917,Internos > Mandado > Mandado de Intimação > Mandado de Intimação para Audiência > Mandado de Intimação de Audiência de Terceiros
Mandado de Intimação de Audiência de Testemunhas,919,843,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 843 > 919,Internos > Mandado > Mandado de Intimação > Mandado de Intimação para Audiência > Mandado de Intimação de Audiência de Testemunhas
Mandado de Intimação para Audiência Admonitória,914,843,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 843 > 914,Internos > Mandado > Mandado de Intimação > Mandado de Intimação para Audiência > Mandado de Intimação para Audiência Admonitória
Mandado de Intimação para Audiência de Partes e Advogados,915,843,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 843 > 915,Internos > Mandado > Mandado de Intimação > Mandado de Intimação para Audiência > Mandado de Intimação para Audiência de Partes e Advogados
"Mandado de Intimação para Audiência, Penhora e Avaliação",921,843,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 843 > 921,"Internos > Mandado > Mandado de Intimação > Mandado de Intimação para Audiência > Mandado de Intimação para Audiência, Penhora e Avaliação"
Mandado de Intimação para Devolução de Autos,844,624,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 844,Internos > Mandado > Mandado de Intimação > Mandado de Intimação para Devolução de Autos
Mandado de Intimação para Perícia,845,624,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 845,Internos > Mandado > Mandado de Intimação > Mandado de Intimação para Perícia
"Mandado de Intimação, Penhora e Avaliação",846,624,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 846,"Internos > Mandado > Mandado de Intimação > Mandado de Intimação, Penhora e Avaliação"
"Mandado de intimação, Penhora e Avaliação (Outros)",928,846,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 846 > 928,"Internos > Mandado > Mandado de Intimação > Mandado de Intimação, Penhora e Avaliação > Mandado de intimação, Penhora e Avaliação (Outros)"
"Mandado de Intimação, Penhora, Avaliação e Remoção",927,846,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 624 > 846 > 927,"Internos > Mandado > Mandado de Intimação > Mandado de Intimação, Penhora e Avaliação > Mandado de Intimação, Penhora, Avaliação e Remoção"
Mandado de Lacramento,626,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 626,Internos > Mandado > Mandado de Lacramento
Mandado de Levantamento,14467,415,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 14467,Internos > Mandado > Mandado de Levantamento
Mandado de Manutenção,627,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 627,Internos > Mandado > Mandado de Manutenção
Mandado de Monitoramento Eletrônico,628,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 628,Internos > Mandado > Mandado de Monitoramento Eletrônico
Mandado de Notificação,629,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 629,Internos > Mandado > Mandado de Notificação
Mandado de Notificação (Outros),849,629,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 629 > 849,Internos > Mandado > Mandado de Notificação > Mandado de Notificação (Outros)
Mandado de Notificação em Improbidade Administrativa,850,629,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 629 > 850,Internos > Mandado > Mandado de Notificação > Mandado de Notificação em Improbidade Administrativa
Mandado de Notificação para Bloqueio,851,629,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 629 > 851,Internos > Mandado > Mandado de Notificação > Mandado de Notificação para Bloqueio
Mandado de Ordem,630,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 630,Internos > Mandado > Mandado de Ordem
Mandado de Ordem de Desinternação,852,630,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 630 > 852,Internos > Mandado > Mandado de Ordem > Mandado de Ordem de Desinternação
Mandado de Ordem de Liberação,853,630,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 630 > 853,Internos > Mandado > Mandado de Ordem > Mandado de Ordem de Liberação
Mandado de Pagamento,631,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 631,Internos > Mandado > Mandado de Pagamento
Mandado de Prisão,633,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 633,Internos > Mandado > Mandado de Prisão
Mandado de Prisão Civil por Falta de Prestação Alimentícia,859,633,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 633 > 859,Internos > Mandado > Mandado de Prisão > Mandado de Prisão Civil por Falta de Prestação Alimentícia
Mandado de Prisão Domiciliar,860,633,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 633 > 860,Internos > Mandado > Mandado de Prisão > Mandado de Prisão Domiciliar
Mandado de Prisão em Razão de Conversão de Pena Restritiva,861,633,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 633 > 861,Internos > Mandado > Mandado de Prisão > Mandado de Prisão em Razão de Conversão de Pena Restritiva
Mandado de Prisão em Razão de Execução Penal,862,633,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 633 > 862,Internos > Mandado > Mandado de Prisão > Mandado de Prisão em Razão de Execução Penal
Mandado de Prisão em Razão de Execução Penal Definitiva,935,862,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 633 > 862 > 935,Internos > Mandado > Mandado de Prisão > Mandado de Prisão em Razão de Execução Penal > Mandado de Prisão em Razão de Execução Penal Definitiva
Mandado de Prisão em Razão de Execução Provisória,936,862,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 633 > 862 > 936,Internos > Mandado > Mandado de Prisão > Mandado de Prisão em Razão de Execução Penal > Mandado de Prisão em Razão de Execução Provisória
Mandado de Prisão Preventiva,863,633,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 633 > 863,Internos > Mandado > Mandado de Prisão > Mandado de Prisão Preventiva
Mandado de Prisão Temporária,864,633,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 633 > 864,Internos > Mandado > Mandado de Prisão > Mandado de Prisão Temporária
Mandado de Recambiamento,634,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 634,Internos > Mandado > Mandado de Recambiamento
Mandado de Recolhimento,635,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 635,Internos > Mandado > Mandado de Recolhimento
Mandado de Registro,636,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 636,Internos > Mandado > Mandado de Registro
Mandado de Registro (Outros),865,636,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 636 > 865,Internos > Mandado > Mandado de Registro > Mandado de Registro (Outros)
Mandado de Registro de Nascimento,866,636,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 636 > 866,Internos > Mandado > Mandado de Registro > Mandado de Registro de Nascimento
Mandado de Registro de Óbito,867,636,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 636 > 867,Internos > Mandado > Mandado de Registro > Mandado de Registro de Óbito
Mandado de Registro de Penhora,868,636,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 636 > 868,Internos > Mandado > Mandado de Registro > Mandado de Registro de Penhora
